,醫事機構名稱,藥局調劑慢性病連續處方箋之案件數,醫院及藥局調劑慢性病連續處方箋案件數,慢性病連續處方箋釋出率,所屬分區業務組指標值,全國指標值,year,quarter
296,國軍高雄總醫院屏東分院附設民眾診療服務處,1289,6245,0.2064,0.3403,0.3839,109,1
297,國軍高雄總醫院屏東分院附設民眾診療服務處,692,4378,0.1581,0.2847,0.3153,103,4
298,國軍高雄總醫院屏東分院附設民眾診療服務處,1022,6075,0.1682,0.303,0.3481,107,4
299,國軍高雄總醫院屏東分院附設民眾診療服務處,840,5033,0.1669,0.2936,0.3402,105,3
300,國軍高雄總醫院屏東分院附設民眾診療服務處,1634,6438,0.2538,0.376,0.4173,112,1
301,國軍高雄總醫院屏東分院附設民眾診療服務處,1706,6639,0.257,0.3762,0.4166,111,4
302,國軍高雄總醫院屏東分院附設民眾診療服務處,1196,6387,0.1873,0.309,0.351,108,4
303,國軍高雄總醫院屏東分院附設民眾診療服務處,1689,6570,0.2571,0.3786,0.4176,111,3
304,高雄市立凱旋醫院,2430,8607,0.2823,0.2813,0.3072,103,1
305,高雄市立凱旋醫院,2670,8888,0.3004,0.2983,0.3468,107,1
306,高雄市立凱旋醫院,3283,9689,0.3388,0.3403,0.3839,109,1
307,高雄市立凱旋醫院,3913,11037,0.3545,0.3711,0.4115,110,3
308,高雄市立凱旋醫院,2606,8787,0.2966,0.2815,0.311,103,2
309,高雄市立凱旋醫院,2832,8967,0.3158,0.2999,0.3477,107,2
310,高雄市立凱旋醫院,3022,9554,0.3163,0.3064,0.3459,108,1
311,高雄市立凱旋醫院,3181,9686,0.3284,0.3106,0.3538,108,3
312,高雄市立凱旋醫院,3824,11191,0.3417,0.3718,0.4108,111,1
313,高雄市立凱旋醫院,2370,8401,0.2821,0.2893,0.3331,105,1
314,高雄市立凱旋醫院,2514,8133,0.3091,0.2936,0.3402,105,3
315,高雄市立凱旋醫院,3100,9398,0.3299,0.3086,0.3496,108,2
316,高雄市立凱旋醫院,3463,10330,0.3352,0.3546,0.3986,110,1
317,高雄市立凱旋醫院,3858,11226,0.3437,0.3835,0.4262,111,2
318,高雄市立凱旋醫院,2764,9094,0.3039,0.2847,0.3153,103,4
319,高雄市立凱旋醫院,3035,9513,0.319,0.303,0.3481,107,4
320,高雄市立凱旋醫院,2588,8602,0.3009,0.2948,0.3431,106,3
321,高雄市立凱旋醫院,2463,8267,0.2979,0.2867,0.327,104,4
322,高雄市立凱旋醫院,2775,9001,0.3083,0.2934,0.3261,104,1
323,高雄市立凱旋醫院,2957,9298,0.318,0.3039,0.35,107,3
324,高雄市立凱旋醫院,3436,10317,0.333,0.3411,0.3861,109,3
325,高雄市立凱旋醫院,3850,10750,0.3581,0.3697,0.4129,110,4
326,高雄市立凱旋醫院,2554,8283,0.3083,0.2944,0.3408,106,2
327,高雄市立凱旋醫院,2525,8427,0.2996,0.2862,0.3235,104,3
328,高雄市立凱旋醫院,3182,9827,0.3238,0.309,0.351,108,4
329,高雄市立凱旋醫院,4123,12107,0.3405,0.376,0.4173,112,1
330,高雄市立凱旋醫院,2454,8146,0.3013,0.291,0.3377,105,4
331,高雄市立凱旋醫院,3373,9876,0.3415,0.35,0.3945,109,2
332,高雄市立凱旋醫院,2723,8619,0.3159,0.297,0.3473,106,4
333,高雄市立凱旋醫院,2624,8650,0.3034,0.287,0.3211,104,2
334,高雄市立凱旋醫院,3416,9906,0.3448,0.3434,0.3868,109,4
335,高雄市立凱旋醫院,3739,10530,0.3551,0.3737,0.4263,110,2
336,高雄市立凱旋醫院,3958,11541,0.343,0.3786,0.4176,111,3
337,高雄市立凱旋醫院,2502,8320,0.3007,0.2946,0.3413,106,1
338,高雄市立凱旋醫院,2398,7995,0.2999,0.2903,0.3355,105,2
339,高雄市立凱旋醫院,2607,8650,0.3014,0.2822,0.313,103,3
340,高雄市立凱旋醫院,4082,11937,0.342,0.3762,0.4166,111,4
341,高雄市立凱旋醫院,4255,11977,0.3553,0.3773,0.4179,112,2
342,三軍總醫院松山分院附設民眾診療服務處,15417,36444,0.423,0.47,0.4179,112,2
343,三軍總醫院松山分院附設民眾診療服務處,5166,22804,0.2265,0.3457,0.3153,103,4
344,三軍總醫院松山分院附設民眾診療服務處,14338,34253,0.4186,0.4677,0.4166,111,4
345,三軍總醫院松山分院附設民眾診療服務處,6349,24250,0.2618,0.3817,0.3402,105,3
346,三軍總醫院松山分院附設民眾診療服務處,4806,21908,0.2194,0.3435,0.313,103,3
347,三軍總醫院松山分院附設民眾診療服務處,7394,27134,0.2725,0.383,0.3408,106,2
348,三軍總醫院松山分院附設民眾診療服務處,13681,31713,0.4314,0.4651,0.4176,111,3
349,三軍總醫院松山分院附設民眾診療服務處,16262,29830,0.5452,0.4875,0.4263,110,2
350,三軍總醫院松山分院附設民眾診療服務處,13889,40116,0.3462,0.4311,0.3868,109,4
351,三軍總醫院松山分院附設民眾診療服務處,5676,23322,0.2434,0.3593,0.3235,104,3
352,三軍總醫院松山分院附設民眾診療服務處,8933,30227,0.2955,0.3911,0.3468,107,1
353,三軍總醫院松山分院附設民眾診療服務處,7102,26728,0.2657,0.3834,0.3413,106,1
354,三軍總醫院松山分院附設民眾診療服務處,13011,37888,0.3434,0.4408,0.3945,109,2
355,三軍總醫院松山分院附設民眾診療服務處,14608,35001,0.4174,0.4686,0.4173,112,1
356,三軍總醫院松山分院附設民眾診療服務處,5848,23870,0.245,0.364,0.327,104,4
357,三軍總醫院松山分院附設民眾診療服務處,11524,37268,0.3092,0.3924,0.351,108,4
358,三軍總醫院松山分院附設民眾診療服務處,7750,28185,0.275,0.3866,0.3431,106,3
359,三軍總醫院松山分院附設民眾診療服務處,10678,26359,0.4051,0.4617,0.4129,110,4
360,三軍總醫院松山分院附設民眾診療服務處,10064,33293,0.3023,0.3918,0.3481,107,4
361,三軍總醫院松山分院附設民眾診療服務處,13744,40313,0.3409,0.4296,0.3861,109,3
362,三軍總醫院松山分院附設民眾診療服務處,5622,23132,0.243,0.3557,0.3211,104,2
363,三軍總醫院松山分院附設民眾診療服務處,6301,24546,0.2567,0.3717,0.3331,105,1
364,三軍總醫院松山分院附設民眾診療服務處,8158,28706,0.2842,0.3915,0.3473,106,4
365,三軍總醫院松山分院附設民眾診療服務處,5526,22778,0.2426,0.3595,0.3261,104,1
366,三軍總醫院松山分院附設民眾診療服務處,13454,30027,0.4481,0.4783,0.4262,111,2
367,三軍總醫院松山分院附設民眾診療服務處,14759,40838,0.3614,0.4446,0.3986,110,1
368,衛生福利部恆春旅遊醫院,358,5087,0.0704,0.2847,0.3153,103,4
369,衛生福利部恆春旅遊醫院,952,8107,0.1174,0.303,0.3481,107,4
370,衛生福利部恆春旅遊醫院,968,8122,0.1192,0.3064,0.3459,108,1
371,衛生福利部恆春旅遊醫院,362,5259,0.0688,0.2934,0.3261,104,1
372,衛生福利部恆春旅遊醫院,908,7906,0.1148,0.3039,0.35,107,3
373,衛生福利部恆春旅遊醫院,1246,9510,0.131,0.35,0.3945,109,2
374,衛生福利部恆春旅遊醫院,334,4586,0.0728,0.2813,0.3072,103,1
375,衛生福利部恆春旅遊醫院,820,7763,0.1056,0.2983,0.3468,107,1
376,衛生福利部恆春旅遊醫院,398,5410,0.0736,0.287,0.3211,104,2
377,衛生福利部恆春旅遊醫院,1047,8430,0.1242,0.3086,0.3496,108,2
378,衛生福利部恆春旅遊醫院,1386,10185,0.1361,0.3546,0.3986,110,1
379,衛生福利部恆春旅遊醫院,290,4488,0.0646,0.2815,0.311,103,2
380,衛生福利部恆春旅遊醫院,905,7840,0.1154,0.2999,0.3477,107,2
381,衛生福利部恆春旅遊醫院,610,6167,0.0989,0.2893,0.3331,105,1
382,衛生福利部恆春旅遊醫院,1232,9332,0.132,0.309,0.351,108,4
383,衛生福利部恆春旅遊醫院,2141,11689,0.1832,0.3786,0.4176,111,3
384,衛生福利部恆春旅遊醫院,2105,11486,0.1833,0.376,0.4173,112,1
385,衛生福利部恆春旅遊醫院,1620,10784,0.1502,0.3737,0.4263,110,2
386,衛生福利部恆春旅遊醫院,2169,11879,0.1826,0.3762,0.4166,111,4
387,衛生福利部恆春旅遊醫院,695,6582,0.1056,0.2936,0.3402,105,3
388,衛生福利部恆春旅遊醫院,1237,9335,0.1325,0.3403,0.3839,109,1
389,衛生福利部恆春旅遊醫院,750,7161,0.1047,0.2948,0.3431,106,3
390,衛生福利部恆春旅遊醫院,1886,11284,0.1671,0.3711,0.4115,110,3
391,衛生福利部恆春旅遊醫院,550,5901,0.0932,0.2867,0.327,104,4
392,衛生福利部恆春旅遊醫院,1411,9967,0.1416,0.3411,0.3861,109,3
393,衛生福利部恆春旅遊醫院,709,6947,0.1021,0.2944,0.3408,106,2
394,衛生福利部恆春旅遊醫院,1108,8862,0.125,0.3106,0.3538,108,3
395,衛生福利部恆春旅遊醫院,2038,11357,0.1794,0.3718,0.4108,111,1
396,衛生福利部恆春旅遊醫院,434,5616,0.0773,0.2862,0.3235,104,3
397,衛生福利部恆春旅遊醫院,2114,11411,0.1853,0.3835,0.4262,111,2
398,衛生福利部恆春旅遊醫院,697,6790,0.1027,0.291,0.3377,105,4
399,衛生福利部恆春旅遊醫院,758,7151,0.106,0.297,0.3473,106,4
400,衛生福利部恆春旅遊醫院,1986,11345,0.1751,0.3697,0.4129,110,4
401,衛生福利部恆春旅遊醫院,729,6999,0.1042,0.2946,0.3413,106,1
402,衛生福利部恆春旅遊醫院,1437,10031,0.1433,0.3434,0.3868,109,4
403,衛生福利部恆春旅遊醫院,615,6173,0.0996,0.2903,0.3355,105,2
404,衛生福利部恆春旅遊醫院,332,4833,0.0687,0.2822,0.313,103,3
405,衛生福利部恆春旅遊醫院,2119,11520,0.1839,0.3773,0.4179,112,2
406,衛生福利部金門醫院,13957,25320,0.5512,0.47,0.4179,112,2
407,衛生福利部金門醫院,6391,15157,0.4217,0.3457,0.3153,103,4
408,衛生福利部金門醫院,7663,16366,0.4682,0.3817,0.3402,105,3
409,衛生福利部金門醫院,5933,14670,0.4044,0.3435,0.313,103,3
410,衛生福利部金門醫院,10551,20622,0.5116,0.4311,0.3868,109,4
411,衛生福利部金門醫院,8380,17306,0.4842,0.383,0.3408,106,2
412,衛生福利部金門醫院,12862,24275,0.5298,0.4617,0.4129,110,4
413,衛生福利部金門醫院,8581,17583,0.488,0.3911,0.3468,107,1
414,衛生福利部金門醫院,13381,24507,0.546,0.4783,0.4262,111,2
415,衛生福利部金門醫院,8246,17290,0.4769,0.3834,0.3413,106,1
416,衛生福利部金門醫院,12725,24170,0.5265,0.4595,0.4108,111,1
417,衛生福利部金門醫院,9653,19244,0.5016,0.3971,0.3538,108,3
418,衛生福利部金門醫院,7601,16701,0.4551,0.364,0.327,104,4
419,衛生福利部金門醫院,8212,16983,0.4835,0.3866,0.3431,106,3
420,衛生福利部金門醫院,10584,20569,0.5146,0.4296,0.3861,109,3
421,衛生福利部金門醫院,7752,16949,0.4574,0.3717,0.3331,105,1
422,衛生福利部金門醫院,12607,23803,0.5296,0.4607,0.4115,110,3
423,衛生福利部金門醫院,8382,16970,0.4939,0.3915,0.3473,106,4
424,衛生福利部金門醫院,10079,19433,0.5187,0.4311,0.3839,109,1
425,衛生福利部金門醫院,8059,17100,0.4713,0.3783,0.3377,105,4
426,衛生福利部金門醫院,13696,25091,0.5459,0.4677,0.4166,111,4
427,衛生福利部金門醫院,11654,22379,0.5208,0.4875,0.4263,110,2
428,衛生福利部金門醫院,13642,24700,0.5523,0.4686,0.4173,112,1
429,衛生福利部金門醫院,9742,19800,0.492,0.3924,0.351,108,4
430,衛生福利部金門醫院,13667,24671,0.554,0.4651,0.4176,111,3
431,衛生福利部金門醫院,7745,16769,0.4619,0.3753,0.3355,105,2
432,衛生福利部金門醫院,8887,17990,0.494,0.3941,0.35,107,3
433,衛生福利部臺北醫院,15262,60794,0.251,0.3595,0.3261,104,1
434,衛生福利部臺北醫院,13318,56122,0.2373,0.3385,0.3072,103,1
435,衛生福利部臺北醫院,20296,76516,0.2653,0.3849,0.3459,108,1
436,衛生福利部臺北醫院,19666,75778,0.2595,0.3908,0.3477,107,2
437,衛生福利部臺北醫院,24362,78124,0.3118,0.4311,0.3839,109,1
438,衛生福利部臺北醫院,15843,65063,0.2435,0.3593,0.3235,104,3
439,衛生福利部臺北醫院,32507,80401,0.4043,0.4875,0.4263,110,2
440,衛生福利部臺北醫院,15516,63008,0.2463,0.3557,0.3211,104,2
441,衛生福利部臺北醫院,20407,77987,0.2617,0.3918,0.3481,107,4
442,衛生福利部臺北醫院,14091,58978,0.2389,0.3416,0.311,103,2
443,衛生福利部臺北醫院,19988,76069,0.2628,0.3941,0.35,107,3
444,衛生福利部臺北醫院,18102,71528,0.2531,0.3783,0.3377,105,4
445,衛生福利部臺北醫院,20507,75987,0.2699,0.391,0.3496,108,2
446,衛生福利部臺北醫院,30344,85465,0.355,0.4446,0.3986,110,1
447,衛生福利部臺北醫院,16656,65990,0.2524,0.3753,0.3355,105,2
448,衛生福利部臺北醫院,22301,81184,0.2747,0.3924,0.351,108,4
449,衛生福利部臺北醫院,39065,97065,0.4025,0.4686,0.4173,112,1
450,衛生福利部臺北醫院,34429,88575,0.3887,0.4595,0.4108,111,1
451,衛生福利部臺北醫院,32189,82819,0.3887,0.4607,0.4115,110,3
452,衛生福利部臺北醫院,19323,75967,0.2544,0.3915,0.3473,106,4
453,衛生福利部臺北醫院,17426,67814,0.257,0.3717,0.3331,105,1
454,衛生福利部臺北醫院,27741,83737,0.3313,0.4296,0.3861,109,3
455,衛生福利部臺北醫院,34236,88322,0.3876,0.4617,0.4129,110,4
456,衛生福利部臺北醫院,19040,75013,0.2538,0.3866,0.3431,106,3
457,衛生福利部臺北醫院,21505,78621,0.2735,0.3971,0.3538,108,3
458,衛生福利部臺北醫院,16751,67562,0.2479,0.364,0.327,104,4
459,衛生福利部臺北醫院,36136,88885,0.4065,0.4783,0.4262,111,2
460,衛生福利部臺北醫院,18227,71362,0.2554,0.3834,0.3413,106,1
461,衛生福利部臺北醫院,25702,77598,0.3312,0.4408,0.3945,109,2
462,衛生福利部臺北醫院,19746,76717,0.2574,0.3911,0.3468,107,1
463,衛生福利部臺北醫院,36545,92157,0.3966,0.4651,0.4176,111,3
464,衛生福利部臺北醫院,14755,60790,0.2427,0.3435,0.313,103,3
465,衛生福利部臺北醫院,14958,61980,0.2413,0.3457,0.3153,103,4
466,衛生福利部臺北醫院,38612,96911,0.3984,0.4677,0.4166,111,4
467,衛生福利部臺北醫院,18060,72188,0.2502,0.383,0.3408,106,2
468,衛生福利部臺北醫院,28137,84412,0.3333,0.4311,0.3868,109,4
469,衛生福利部臺北醫院,17895,69103,0.259,0.3817,0.3402,105,3
470,衛生福利部臺北醫院,40157,100052,0.4014,0.47,0.4179,112,2
471,衛生福利部桃園醫院,55873,120450,0.4639,0.3776,0.3868,109,4
472,衛生福利部桃園醫院,29341,74014,0.3964,0.3326,0.3355,105,2
473,衛生福利部桃園醫院,69968,137092,0.5104,0.4141,0.4179,112,2
474,衛生福利部桃園醫院,32192,81656,0.3942,0.3351,0.3413,106,1
475,衛生福利部桃園醫院,66164,129949,0.5092,0.4102,0.4166,111,4
476,衛生福利部桃園醫院,63703,124047,0.5135,0.4135,0.4176,111,3
477,衛生福利部桃園醫院,25106,66850,0.3756,0.3171,0.313,103,3
478,衛生福利部桃園醫院,35885,89711,0.4,0.3387,0.3473,106,4
479,衛生福利部桃園醫院,52702,110547,0.4767,0.3857,0.3945,109,2
480,衛生福利部桃園醫院,31503,80441,0.3916,0.3321,0.3377,105,4
481,衛生福利部桃園醫院,63696,119944,0.531,0.4227,0.4262,111,2
482,衛生福利部桃園醫院,26973,69982,0.3854,0.3229,0.3235,104,3
483,衛生福利部桃園醫院,46586,111978,0.416,0.3433,0.3538,108,3
484,衛生福利部桃園醫院,60184,114922,0.5237,0.4065,0.4129,110,4
485,衛生福利部桃園醫院,32995,83197,0.3966,0.3335,0.3408,106,2
486,衛生福利部桃園醫院,54769,119356,0.4589,0.3751,0.3861,109,3
487,衛生福利部桃園醫院,56084,106415,0.527,0.4085,0.4115,110,3
488,衛生福利部桃園醫院,28460,73330,0.3881,0.3251,0.327,104,4
489,衛生福利部桃園醫院,34653,88219,0.3928,0.3365,0.3431,106,3
490,衛生福利部桃園醫院,60571,116716,0.519,0.4052,0.4108,111,1
491,衛生福利部桃園醫院,67355,132486,0.5084,0.4115,0.4173,112,1
492,衛生福利部桃園醫院,47083,114374,0.4117,0.3391,0.351,108,4
493,衛生福利部桃園醫院,51210,91136,0.5619,0.3924,0.3986,110,1
494,衛生福利部桃園醫院,28621,73262,0.3907,0.3288,0.3331,105,1
495,衛生福利部桃園醫院,30505,77203,0.3951,0.336,0.3402,105,3
496,衛生福利部桃園醫院,24053,64613,0.3723,0.3147,0.311,103,2
497,衛生福利部桃園醫院,38837,95811,0.4054,0.3417,0.3477,107,2
498,衛生福利部桃園醫院,40318,99009,0.4072,0.3409,0.35,107,3
499,衛生福利部桃園醫院,54380,100678,0.5401,0.4166,0.4263,110,2
500,衛生福利部嘉義醫院,3705,11891,0.3116,0.3327,0.3072,103,1
501,衛生福利部嘉義醫院,4561,14816,0.3078,0.3623,0.3468,107,1
502,衛生福利部嘉義醫院,5908,16835,0.3509,0.3986,0.3839,109,1
503,衛生福利部嘉義醫院,3678,11983,0.3069,0.3497,0.3261,104,1
504,衛生福利部嘉義醫院,4832,15285,0.3161,0.3625,0.35,107,3
505,衛生福利部嘉義醫院,3739,12216,0.3061,0.3411,0.3211,104,2
506,衛生福利部嘉義醫院,7091,18108,0.3916,0.4273,0.4263,110,2
507,衛生福利部嘉義醫院,3790,11997,0.3159,0.3388,0.311,103,2
508,衛生福利部嘉義醫院,4610,15018,0.307,0.3625,0.3477,107,2
509,衛生福利部嘉義醫院,7718,19514,0.3955,0.4161,0.4108,111,1
510,衛生福利部嘉義醫院,4201,13727,0.306,0.3496,0.3331,105,1
511,衛生福利部嘉義醫院,5400,16702,0.3233,0.3686,0.351,108,4
512,衛生福利部嘉義醫院,7052,18165,0.3882,0.4219,0.4115,110,3
513,衛生福利部嘉義醫院,4183,13306,0.3144,0.3566,0.3402,105,3
514,衛生福利部嘉義醫院,5281,15825,0.3337,0.3679,0.3496,108,2
515,衛生福利部嘉義醫院,6913,18487,0.3739,0.4108,0.3986,110,1
516,衛生福利部嘉義醫院,7963,19720,0.4038,0.4277,0.4262,111,2
517,衛生福利部嘉義醫院,3776,12348,0.3058,0.3407,0.3153,103,4
518,衛生福利部嘉義醫院,4938,15949,0.3096,0.3617,0.3481,107,4
519,衛生福利部嘉義醫院,5114,15782,0.324,0.3647,0.3459,108,1
520,衛生福利部嘉義醫院,4500,14204,0.3168,0.3538,0.3431,106,3
521,衛生福利部嘉義醫院,3869,13071,0.296,0.3451,0.327,104,4
522,衛生福利部嘉義醫院,6479,17869,0.3626,0.4065,0.3861,109,3
523,衛生福利部嘉義醫院,7245,18924,0.3828,0.4226,0.4129,110,4
524,衛生福利部嘉義醫院,4309,13847,0.3112,0.3547,0.3408,106,2
525,衛生福利部嘉義醫院,5471,16246,0.3368,0.3706,0.3538,108,3
526,衛生福利部嘉義醫院,3821,12343,0.3096,0.343,0.3235,104,3
527,衛生福利部嘉義醫院,8098,19952,0.4059,0.4206,0.4173,112,1
528,衛生福利部嘉義醫院,4206,13517,0.3112,0.3547,0.3377,105,4
529,衛生福利部嘉義醫院,6378,16904,0.3773,0.413,0.3945,109,2
530,衛生福利部嘉義醫院,4667,14679,0.3179,0.3598,0.3473,106,4
531,衛生福利部嘉義醫院,7928,19640,0.4037,0.4232,0.4176,111,3
532,衛生福利部嘉義醫院,4212,13800,0.3052,0.3563,0.3413,106,1
533,衛生福利部嘉義醫院,6366,17848,0.3567,0.4032,0.3868,109,4
534,衛生福利部嘉義醫院,4040,13082,0.3088,0.3522,0.3355,105,2
535,衛生福利部嘉義醫院,7759,19730,0.3933,0.42,0.4179,112,2
536,衛生福利部嘉義醫院,3777,12126,0.3115,0.339,0.313,103,3
537,衛生福利部嘉義醫院,8222,20511,0.4009,0.42,0.4166,111,4
538,衛生福利部苗栗醫院,8964,28025,0.3199,0.4102,0.4166,111,4
539,衛生福利部苗栗醫院,9103,28103,0.3239,0.4141,0.4179,112,2
540,衛生福利部苗栗醫院,3677,19806,0.1857,0.3171,0.313,103,3
541,衛生福利部苗栗醫院,6944,24646,0.2817,0.3776,0.3868,109,4
542,衛生福利部苗栗醫院,4218,20349,0.2073,0.3326,0.3355,105,2
543,衛生福利部苗栗醫院,8793,27174,0.3236,0.4135,0.4176,111,3
544,衛生福利部苗栗醫院,4545,21024,0.2162,0.3351,0.3413,106,1
545,衛生福利部苗栗醫院,6968,24351,0.2861,0.3857,0.3945,109,2
546,衛生福利部苗栗醫院,4723,21663,0.218,0.3387,0.3473,106,4
547,衛生福利部苗栗醫院,4013,19566,0.2051,0.3229,0.3235,104,3
548,衛生福利部苗栗醫院,5715,23805,0.2401,0.3433,0.3538,108,3
549,衛生福利部苗栗醫院,8435,26075,0.3235,0.4065,0.4129,110,4
550,衛生福利部苗栗醫院,4528,20876,0.2169,0.3335,0.3408,106,2
551,衛生福利部苗栗醫院,8737,26650,0.3278,0.4227,0.4262,111,2
